0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
0.0	0.01	0.015	0.008	0.6	26.546122360508924	50.0	1e-09	0.0	0.0
