      0             0.0000    -0.12000E+02     0.00000E+00     0.55000E+00     0.30000E+02     0.30000E+02     0.00000E+00     0.00000E+00   0          0.0040
      1             1.0000    -0.12000E+02     0.10000E-11     0.55000E+00     0.30000E+02     0.30000E+02     0.19531E-13     0.10000E+01   0          0.1956
      2             3.0000    -0.12000E+02     0.30000E-11     0.55000E+00     0.30000E+02     0.30000E+02     0.39062E-13     0.20000E+01   0          0.3819
      3             7.0000    -0.12000E+02     0.70000E-11     0.55000E+00     0.30000E+02     0.30000E+02     0.78123E-13     0.40000E+01   0          0.5575
      4            15.0000    -0.12000E+02     0.15000E-10     0.55000E+00     0.30000E+02     0.30000E+02     0.15625E-12     0.80000E+01   0          0.7318
      5            31.0000    -0.12000E+02     0.31000E-10     0.55000E+00     0.30000E+02     0.30000E+02     0.31249E-12     0.16000E+02   0          0.9103
      6            63.0000    -0.12000E+02     0.63000E-10     0.55000E+00     0.30000E+02     0.30000E+02     0.62499E-12     0.32000E+02   0          1.0954
      7           127.0000    -0.12000E+02     0.12700E-09     0.55000E+00     0.30000E+02     0.30000E+02     0.12500E-11     0.64000E+02   0          1.2734
      8           255.0000    -0.12000E+02     0.25500E-09     0.55000E+00     0.30000E+02     0.30000E+02     0.24999E-11     0.12800E+03   0          1.4502
      9           511.0000    -0.12000E+02     0.51100E-09     0.55000E+00     0.30000E+02     0.30000E+02     0.49999E-11     0.25600E+03   0          1.6279
     10          1023.0000    -0.12000E+02     0.10230E-08     0.55000E+00     0.30000E+02     0.30000E+02     0.99998E-11     0.51200E+03   0          1.8036
     11          2047.0000    -0.12000E+02     0.20470E-08     0.55000E+00     0.30000E+02     0.30000E+02     0.20000E-10     0.10240E+04   0          1.9807
     12          4095.0000    -0.12000E+02     0.40950E-08     0.55000E+00     0.30000E+02     0.30000E+02     0.39999E-10     0.20480E+04   0          2.1611
     13          8191.0000    -0.12000E+02     0.81910E-08     0.55000E+00     0.30000E+02     0.30000E+02     0.79997E-10     0.40960E+04   0          2.3371
     14         16383.0000    -0.12000E+02     0.16383E-07     0.55000E+00     0.30000E+02     0.30000E+02     0.15999E-09     0.81920E+04   0          2.5132
     15         32767.0000    -0.12000E+02     0.32767E-07     0.55000E+00     0.30000E+02     0.30000E+02     0.31997E-09     0.16384E+05   0          2.6933
     16         65535.0000    -0.12000E+02     0.65535E-07     0.55000E+00     0.30000E+02     0.30000E+02     0.63988E-09     0.32768E+05   0          2.8710
     17        131071.0000    -0.12000E+02     0.13107E-06     0.55000E+00     0.30000E+02     0.30000E+02     0.12796E-08     0.65536E+05   0          3.0477
     18        262143.0000    -0.12000E+02     0.26214E-06     0.55000E+00     0.30000E+02     0.30000E+02     0.25583E-08     0.13107E+06   0          3.2333
     19        524287.0000    -0.12000E+02     0.52426E-06     0.55000E+00     0.30000E+02     0.30000E+02     0.51132E-08     0.26214E+06   0          3.4139
     20       1048575.0000    -0.12000E+02     0.10485E-05     0.55000E+00     0.30000E+02     0.30000E+02     0.10213E-07     0.52429E+06   0          3.6049
     21       2048575.0000    -0.12000E+02     0.20482E-05     0.55000E+00     0.30000E+02     0.30000E+02     0.19431E-07     0.10000E+07   0          3.7944
     22       3048575.0000    -0.12000E+02     0.30478E-05     0.54999E+00     0.30000E+02     0.30000E+02     0.19368E-07     0.10000E+07   0          3.9867
     23       4048575.0000    -0.12000E+02     0.40471E-05     0.54999E+00     0.30000E+02     0.30000E+02     0.19304E-07     0.10000E+07   0          4.1766
     24       5048575.0000    -0.12000E+02     0.50463E-05     0.54999E+00     0.30000E+02     0.30000E+02     0.19242E-07     0.10000E+07   0          4.3667
     25       6048575.0000    -0.12000E+02     0.60453E-05     0.54999E+00     0.30000E+02     0.30000E+02     0.19179E-07     0.10000E+07   0          4.5543
     26       7048575.0000    -0.12000E+02     0.70442E-05     0.54998E+00     0.30000E+02     0.30000E+02     0.19117E-07     0.10000E+07   0          4.7436
     27       8048575.0000    -0.12000E+02     0.80429E-05     0.54998E+00     0.30000E+02     0.30000E+02     0.19056E-07     0.10000E+07   0          4.9323
     28       9048575.0000    -0.12000E+02     0.90414E-05     0.54998E+00     0.30000E+02     0.30000E+02     0.18995E-07     0.10000E+07   0          5.1198
     29      10048575.0000    -0.12000E+02     0.10040E-04     0.54998E+00     0.30000E+02     0.30000E+02     0.18934E-07     0.10000E+07   0          5.3085
     30      11048575.0000    -0.12000E+02     0.11038E-04     0.54997E+00     0.30000E+02     0.30000E+02     0.18873E-07     0.10000E+07   0          5.5432
     31      12048575.0000    -0.12000E+02     0.12036E-04     0.54997E+00     0.30000E+02     0.30000E+02     0.18813E-07     0.10000E+07   0          5.7347
     32      13048575.0000    -0.12000E+02     0.13034E-04     0.54997E+00     0.30000E+02     0.30000E+02     0.18754E-07     0.10000E+07   0          5.9210
     33      14048575.0000    -0.12000E+02     0.14031E-04     0.54997E+00     0.30000E+02     0.30000E+02     0.18695E-07     0.10000E+07   0          6.1083
     34      15048575.0000    -0.12000E+02     0.15029E-04     0.54997E+00     0.30000E+02     0.30000E+02     0.18636E-07     0.10000E+07   0          6.2956
     35      16048575.0000    -0.12000E+02     0.16026E-04     0.54996E+00     0.30000E+02     0.30000E+02     0.18577E-07     0.10000E+07   0          6.4837
     36      17048575.0000    -0.12000E+02     0.17023E-04     0.54996E+00     0.30000E+02     0.30000E+02     0.18519E-07     0.10000E+07   0          6.6733
