      0             0.0000    -0.90000E+01     0.00000E+00     0.55000E+00     0.50000E+02     0.50000E+02     0.00000E+00     0.00000E+00   0          0.0039
      1             1.0000    -0.90001E+01     0.99991E-09     0.55000E+00     0.50000E+02     0.50000E+02     0.13081E-08     0.10000E+01   0          0.0445
      2             3.0000    -0.90002E+01     0.29992E-08     0.55000E+00     0.50000E+02     0.50000E+02     0.26156E-08     0.20000E+01   0          0.0810
      3             7.0000    -0.90005E+01     0.69956E-08     0.55000E+00     0.50000E+02     0.50000E+02     0.52290E-08     0.40000E+01   0          0.1165
      4            15.0000    -0.90011E+01     0.14980E-07     0.55000E+00     0.50000E+02     0.49999E+02     0.10449E-07     0.80000E+01   0          0.1518
      5            31.0000    -0.90022E+01     0.30914E-07     0.55000E+00     0.50000E+02     0.49999E+02     0.20863E-07     0.16000E+02   0          0.1876
      6            63.0000    -0.90045E+01     0.62645E-07     0.55000E+00     0.50000E+02     0.49998E+02     0.41586E-07     0.32000E+02   0          0.2307
      7           127.0000    -0.90091E+01     0.12557E-06     0.55000E+00     0.50000E+02     0.49995E+02     0.82614E-07     0.64000E+02   0          0.2647
      8           255.0000    -0.90180E+01     0.24931E-06     0.55000E+00     0.50000E+02     0.49990E+02     0.16299E-06     0.12800E+03   0          0.2968
      9           511.0000    -0.90354E+01     0.48876E-06     0.55000E+00     0.50000E+02     0.49980E+02     0.31583E-06     0.25600E+03   0          0.3300
     10          1023.0000    -0.90684E+01     0.93837E-06     0.55000E+00     0.50000E+02     0.49959E+02     0.55739E-06     0.51200E+03   0          0.3651
     11          2047.0000    -0.91283E+01     0.17389E-05     0.55000E+00     0.50000E+02     0.49918E+02     0.17147E-06     0.10240E+04   0          0.3987
     12          4095.0000    -0.92289E+01     0.30473E-05     0.55000E+00     0.50000E+02     0.49836E+02     0.10934E-04     0.20480E+04   0          0.4331
     13          6599.7159    -0.93170E+01     0.42781E-05     0.55000E+00     0.50000E+02     0.49737E+02     0.11203E-04     0.25047E+04   0          0.4676
     14          9107.9880    -0.93804E+01     0.52435E-05     0.55000E+00     0.50000E+02     0.49637E+02     0.39106E-05     0.25083E+04   0          0.5029
     15         11620.1805    -0.94303E+01     0.60302E-05     0.55000E+00     0.50000E+02     0.49537E+02     0.12704E-05     0.25122E+04   0          0.5387
     16         14136.5946    -0.94700E+01     0.66892E-05     0.55000E+00     0.50000E+02     0.49437E+02     0.19996E-06     0.25164E+04   0          0.5729
     17         16657.4918    -0.95017E+01     0.72531E-05     0.55000E+00     0.50000E+02     0.49337E+02     0.27892E-06     0.25209E+04   0          0.6089
     18         19183.1079    -0.95270E+01     0.77437E-05     0.55000E+00     0.50000E+02     0.49237E+02     0.47797E-06     0.25256E+04   0          0.6429
